"X","Y","month","day","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area"
8,6,"aug","tue",4.53367418428302,152.6,658.2,2.72785282839839,20.1,58,4.5,0,2.32922702394047
2,5,"aug","tue",4.53367418428302,152.6,658.2,2.72785282839839,20.2,47,4,0,1.40854497005471
4,6,"dec","sun",4.44734610079452,27.2,353.5,2.05412373369555,4.8,57,8.5,0,2.30058309032337
8,6,"dec","wed",4.44265125649032,27.8,354.6,1.84054963339749,5.1,61,8,0,2.50061594349318
4,6,"dec","thu",4.4496852831477,26.4,352,1.09861228866811,5.1,61,4.9,0,1.8531680973567
4,4,"dec","mon",4.45898767581001,25.4,349.7,1.28093384546206,4.6,21,8.5,0,2.93651291389402
3,4,"dec","mon",4.45898767581001,25.4,349.7,1.28093384546206,4.6,21,8.5,0,2.46214966266538
4,4,"dec","mon",4.45898767581001,25.4,349.7,1.28093384546206,4.6,21,8.5,0,3.13679771383259
4,4,"dec","mon",4.45898767581001,25.4,349.7,1.28093384546206,4.6,21,8.5,0,2.3767644911683
4,6,"dec","fri",4.45085282560373,26.7,352.6,1.62924053973028,2.2,59,4.9,0,2.32922702394047
6,5,"dec","tue",4.45898767581001,25.4,349.7,1.28093384546206,5.1,24,8.5,0,3.24921102466427
6,3,"feb","sun",4.45318382899021,27.5,353.5,1.48160454092422,4.2,51,4,0,0
3,4,"feb","wed",4.47619980469113,6.6,18.7,1.43508452528932,8.8,35,3.1,0,0.741937344729377
5,4,"feb","fri",4.45667017766965,4.9,15.8,1.98787434815435,7.5,46,8,0,3.22843003767301
2,5,"jul","sun",4.55282370561588,169.7,411.8,2.58776403522771,23.4,40,6.3,0,0
7,6,"jul","wed",4.52396013056255,183.1,437.7,2.60268968544438,12.6,90,7.6,0.182321556793955,0
7,4,"jul","sat",4.52828914165213,104.2,474.9,2.30258509299405,22.1,49,2.7,0,0
7,4,"jul","sat",4.52828914165213,104.2,474.9,2.30258509299405,24.2,32,1.8,0,0
7,4,"jul","sat",4.52828914165213,104.2,474.9,2.30258509299405,24.3,30,1.8,0,0
2,5,"jul","sat",4.52828914165213,104.2,474.9,2.30258509299405,18.7,53,1.8,0,0
9,4,"jul","sat",4.52828914165213,104.2,474.9,2.30258509299405,25.3,39,0.9,0,2.19722457733622
4,5,"jul","fri",4.52828914165213,100.2,466.3,1.98787434815435,22.9,40,1.3,0,1.29198368164865
7,6,"jul","tue",4.54435804659133,180.4,430.8,2.484906649788,26.9,28,5.4,0,4.47106720146461
8,6,"jul","tue",4.5358201078533,88.8,440.9,2.2512917986065,17.1,67,3.6,0,2.02419306744936
7,5,"jun","sun",4.54435804659133,180.4,430.8,2.484906649788,22.2,48,1.3,0,0
6,4,"jun","sun",4.5152454784601,89.5,290.8,2.00148000021012,14.3,46,1.8,0,0.641853886172395
8,6,"jun","sun",4.5152454784601,89.5,290.8,2.00148000021012,15.4,45,2.2,0,0
8,6,"jun","wed",4.52396013056255,147.8,377.2,2.61739583283408,19.6,43,4.9,0,0
6,5,"jun","sat",3.9963641538619,71,233.8,0.336472236621213,10.6,90,2.7,0,0
6,5,"jun","mon",4.5152454784601,93.3,298.1,2.14006616349627,20.7,25,4.9,0,0
6,5,"jun","mon",4.5152454784601,93.3,298.1,2.14006616349627,19.1,39,5.4,0,1.50851199384414
3,6,"jun","fri",4.52287494326126,94.1,232.1,2.09186406167839,19.2,38,4.5,0,0
3,6,"jun","fri",4.52287494326126,94.1,232.1,2.09186406167839,19.2,38,4.5,0,0
6,5,"may","sat",4.45550941143368,28,113.8,1.50407739677627,11.3,94,4.9,0,0
1,4,"sep","sun",4.50645421304893,84.1,714.3,1.90210752639692,19,52,2.2,0,0
7,4,"sep","sun",4.50645421304893,84.1,714.3,1.90210752639692,17.1,53,5.4,0,0.343589704390077
3,4,"sep","sun",4.50645421304893,84.1,714.3,1.90210752639692,23.8,35,3.6,0,1.8213182714696
2,4,"sep","sun",4.5368913452348,105.8,758.1,2.3887627892351,16,45,1.8,0,0
2,4,"sep","sun",4.5368913452348,105.8,758.1,2.3887627892351,24.9,27,2.2,0,0
7,4,"sep","sun",4.5368913452348,105.8,758.1,2.3887627892351,25.3,27,2.7,0,0
6,3,"sep","sun",4.5368913452348,105.8,758.1,2.3887627892351,24.8,28,1.8,0,2.72719901994097
2,4,"sep","sun",3.93963817246112,46.2,706.6,0.336472236621213,12.2,78,6.3,0,0
6,5,"sep","wed",4.53903038348355,115.4,777.1,2.28238238567653,24.3,27,4.9,0,0
4,4,"sep","wed",4.53903038348355,115.4,777.1,2.28238238567653,19.7,41,1.8,0,0.947789398933526
3,4,"sep","wed",4.52396013056255,134.7,817.5,2.10413415427021,18.5,30,2.7,0,0
4,5,"sep","thu",4.5368913452348,96.2,739.4,2.26176309847379,18.6,24,5.8,0,0
4,4,"sep","thu",4.5368913452348,96.2,739.4,2.26176309847379,19.2,24,4.9,0,1.56444054650336
6,5,"sep","thu",4.54116485601218,119,783.5,2.14006616349627,21.6,27,2.2,0,0
5,4,"sep","thu",4.54116485601218,119,783.5,2.14006616349627,21.6,28,6.3,0,1.68824909285839
6,3,"sep","thu",4.54116485601218,119,783.5,2.14006616349627,18.9,34,7.2,0,3.56558123776944
1,4,"sep","thu",4.54116485601218,119,783.5,2.14006616349627,16.8,28,4,0,2.10535292346434
6,5,"sep","thu",4.54116485601218,119,783.5,2.14006616349627,16.8,28,4,0,0.698134722070984
3,5,"sep","thu",4.51852237926242,136.9,822.8,2.05412373369555,12.9,39,2.7,0,1.15688119679209
6,5,"sep","thu",4.48975933447676,53.3,726.9,1.85629799036563,13.7,56,1.8,0,1.69009581545155
1,4,"sep","sat",4.53474772169155,102.3,751.5,2.24070968927596,24.2,27,3.1,0,0
5,4,"sep","sat",4.53474772169155,102.3,751.5,2.24070968927596,24.1,27,3.1,0,0
6,5,"sep","sat",4.53474772169155,102.3,751.5,2.24070968927596,21.2,32,2.2,0,0
6,5,"sep","sat",4.53474772169155,102.3,751.5,2.24070968927596,19.7,35,1.8,0,0
4,3,"sep","sat",4.53474772169155,102.3,751.5,2.24070968927596,23.5,27,4,0,1.4655675420144
3,3,"sep","sat",4.53474772169155,102.3,751.5,2.24070968927596,24.2,27,3.1,0,2.02551319965428
7,4,"sep","sat",4.52396013056255,124.4,795.3,2.2512917986065,21.5,28,4.5,0,2.81180943539306
4,4,"sep","sat",4.52396013056255,124.4,795.3,2.2512917986065,17.1,41,2.2,0,2.50307395374345
1,4,"sep","mon",4.53367418428302,87.7,721.1,2.35137525716348,18.1,54,3.1,0,1.14103300455206
2,3,"sep","mon",4.52828914165213,108.4,764,1.97408102602201,18,51,5.4,0,0
4,3,"sep","mon",4.52828914165213,108.4,764,1.97408102602201,9.8,86,1.8,0,0
7,4,"sep","mon",4.52828914165213,108.4,764,1.97408102602201,19.3,44,2.2,0,0
6,3,"sep","mon",4.52828914165213,108.4,764,1.97408102602201,23,34,2.2,0,4.04375277610604
8,6,"sep","mon",4.52828914165213,108.4,764,1.97408102602201,22.7,35,2.2,0,2.13771044980381
2,4,"sep","mon",4.52828914165213,108.4,764,1.97408102602201,20.4,41,1.8,0,0.904218150639886
2,5,"sep","mon",4.52828914165213,108.4,764,1.97408102602201,19.3,44,2.2,0,1.5953389880546
8,6,"sep","mon",4.53152364581979,111.7,770.3,2.01490302054226,15.7,51,2.2,0,0
6,3,"sep","mon",4.52720864451838,130.1,807.1,2.14006616349627,20.6,37,1.8,0,0
8,6,"sep","mon",4.52720864451838,130.1,807.1,2.14006616349627,15.9,51,4.5,0,1.15688119679209
6,3,"sep","mon",4.52720864451838,130.1,807.1,2.14006616349627,12.2,66,4.9,0,1.96009478404727
2,2,"sep","mon",4.52720864451838,130.1,807.1,2.14006616349627,16.8,43,3.1,0,1.9213246735827
1,4,"sep","mon",4.52720864451838,130.1,807.1,2.14006616349627,21.3,35,2.2,0,3.37382618486602
5,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,10.1,75,3.6,0,0
3,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,17.4,57,4.5,0,0
5,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,12.8,64,3.6,0,0.970778917158225
5,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,10.1,75,3.6,0,1.54968790802833
4,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,15.4,53,6.3,0,2.11745960886736
7,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,20.6,43,3.6,0,1.10856261952128
7,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,19.8,47,2.7,0,1.00063188030791
7,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,18.7,50,2.2,0,1.94161522477243
4,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,20.8,35,4.9,0,2.64333388638252
4,4,"sep","fri",4.53367418428302,99,745.3,2.36085400111802,20.8,35,4.9,0,0.815364813284194
6,3,"sep","fri",4.53796143629464,122,789.7,2.41591377830105,15.9,55,3.6,0,0
6,3,"sep","fri",4.53796143629464,122,789.7,2.41591377830105,19.7,39,2.7,0,0
1,4,"sep","fri",4.53796143629464,122,789.7,2.41591377830105,21.1,39,2.2,0,2.21046980408624
6,5,"sep","fri",4.53796143629464,122,789.7,2.41591377830105,18.4,42,2.2,0,0.73716406597672
4,3,"sep","fri",4.53796143629464,122,789.7,2.41591377830105,17.3,45,4,0,1.59736533119983
7,4,"sep","fri",4.49088103958596,55.2,732.3,2.53369681395743,15.2,64,3.1,0,0.418710334858185
4,3,"sep","tue",4.53152364581979,111.7,770.3,2.01490302054226,15.9,53,2.2,0,1.36863942588117
6,5,"sep","tue",4.53152364581979,111.7,770.3,2.01490302054226,21.1,35,2.7,0,1.89461685466776
6,5,"sep","tue",4.53152364581979,111.7,770.3,2.01490302054226,19.6,45,3.1,0,3.04594998971461
4,5,"sep","tue",4.52287494326126,132.3,812.1,2.60268968544438,15.9,38,5.4,0,1.01160091167848
4,5,"sep","tue",4.52287494326126,132.3,812.1,2.60268968544438,16.4,27,3.6,0,0
6,5,"sep","sat",4.52396013056255,94.3,744.4,2.24070968927596,16.8,47,4.9,0,2.61300665241532
4,5,"sep","sun",4.52178857704904,276.3,825.1,2.09186406167839,13.8,77,7.6,0,0
7,4,"sep","sun",4.52178857704904,276.3,825.1,2.09186406167839,13.8,77,7.6,0,2.48989419129904
3,4,"jul","wed",4.53152364581979,133.6,520.5,2.19722457733622,14.2,58,4,0,0
4,5,"aug","sun",4.53259949315326,203.2,664.5,2.2082744135228,10.4,75,0.9,0,0
5,4,"aug","thu",4.56226268497681,222.4,698.6,2.70136121295141,20.3,42,2.7,0,0
6,5,"sep","fri",4.51415078760092,290,855.3,2.12823170584927,10.3,78,4,0,2.96010509591084
6,5,"sep","sat",4.52396013056255,94.3,744.4,2.24070968927596,15.4,57,4.9,0,3.69759139471596
8,6,"aug","mon",4.53367418428302,207,672.6,2.21920348405499,21.1,54,2.2,0,0
2,2,"aug","sat",4.55071400019203,231.1,715.1,2.24070968927596,21.9,42,2.2,0,5.16837950943364
6,5,"mar","thu",4.52070102936164,18.9,30.6,2.19722457733622,8.7,51,5.8,0,0
4,5,"jan","sun",2.98061863574394,1.1,171.4,0,5.2,100,0.9,0,0
5,4,"jul","wed",4.55071400019203,101.3,458.8,2.55722731136763,19.3,39,7.2,0,2.16676536985151
8,6,"aug","thu",4.51852237926242,194.1,643,2.05412373369555,16.2,63,2.7,0,2.85243910372751
8,6,"aug","wed",4.56642935767166,217.7,690,2.94443897916644,28.2,29,1.8,0,1.92570744173779
9,6,"aug","thu",4.52828914165213,248.4,753.8,1.98787434815435,20.5,58,2.7,0,3.78123071517812
8,4,"aug","sat",4.52828914165213,273.8,819.1,2.16332302566054,21.3,44,4.5,0,2.57870052907436
2,4,"aug","sun",4.52828914165213,181.3,613,2.15176220325946,20.9,50,2.2,0,2.83321334405622
3,4,"sep","sun",4.51633897228148,96.7,750.5,2.51769647261099,20.6,55,5.4,0,3.2422016501717
5,5,"mar","thu",4.52070102936164,18.9,30.6,2.19722457733622,11.6,48,5.4,0,0
6,4,"aug","fri",4.56226268497681,227,706.7,2.56494935746154,23.3,34,3.1,0,3.39249294103201
7,4,"aug","fri",4.56226268497681,227,706.7,2.56494935746154,23.3,34,3.1,0,0
7,4,"feb","mon",4.45085282560373,9.5,58.3,1.62924053973028,7.5,71,6.3,0,2.39425228151987
8,6,"sep","fri",4.52287494326126,91.3,738.1,2.10413415427021,20.7,46,2.7,0,3.43977686362963
1,3,"sep","sun",4.52178857704904,276.3,825.1,2.09186406167839,21.9,43,4,0,4.27332721775054
2,4,"mar","tue",4.54754107315146,15,25.6,2.51769647261099,15.2,19,7.6,0,0
6,5,"feb","mon",4.44382703557933,4.6,46.7,1.16315080980568,5.3,68,1.8,0,0
4,5,"feb","sun",4.45434729625351,9,56.9,1.50407739677627,10.1,62,1.8,0,3.96613233107518
4,3,"sep","sun",4.51633897228148,96.7,750.5,2.51769647261099,20.4,55,4.9,0,1.53471436623816
5,6,"aug","sun",4.52828914165213,181.3,613,2.15176220325946,24.3,33,3.6,0,1.53255686809814
1,2,"aug","sat",4.55071400019203,231.1,715.1,2.24070968927596,25.9,32,3.1,0,0
9,5,"jun","wed",4.54648118963941,49.5,297.7,2.70805020110221,28,34,4.5,0,0
9,5,"jun","wed",4.54648118963941,49.5,297.7,2.70805020110221,28,34,4.5,0,2.21484617868604
3,4,"sep","thu",4.52287494326126,88.2,731.7,2.23001440015921,22.8,46,4,0,1.78339121955754
9,9,"aug","fri",4.56226268497681,227,706.7,2.56494935746154,25,36,4,0,0
8,6,"aug","thu",4.51852237926242,194.1,643,2.05412373369555,21.3,41,3.6,0,0
2,4,"sep","wed",4.48751214251986,84.8,725.1,1.54756250871601,21.8,34,2.2,0,1.95160817016995
2,2,"aug","tue",4.56017282005736,212.1,680.9,2.35137525716348,27.9,27,2.2,0,0
6,5,"sep","sat",4.47847253294213,291.3,860.6,1.6094379124341,17,67,4.9,0,1.5993875765806
4,5,"feb","sat",4.45085282560373,8.2,55,1.3609765531356,14.2,46,4,0,0
4,3,"sep","fri",4.51415078760092,290,855.3,2.12823170584927,19.9,44,3.1,0,2.17475172148416
1,4,"jul","tue",4.5358201078533,96.2,450.2,2.57261223020711,23.4,31,5.4,0,0
6,3,"feb","fri",4.44382703557933,7.3,52.8,1.30833281965018,14.7,42,2.7,0,0
7,4,"feb","fri",4.4496852831477,3.2,43.6,1.45861502269952,8.2,53,9.4,0,1.7263316639056
9,4,"jul","mon",4.5358201078533,92.1,442.1,2.37954613413017,22.8,27,4.5,0,0.966983846189673
7,5,"aug","sat",4.55071400019203,231.1,715.1,2.24070968927596,26.4,33,3.6,0,0
5,4,"aug","sun",4.54965747605783,235.1,723.1,2.40694510831829,24.1,50,4,0,0
8,6,"aug","thu",4.56226268497681,222.4,698.6,2.70136121295141,27.5,27,4.9,0,6.61643994756459
6,3,"jul","tue",4.54009818924438,164.1,575.8,2.29253475714054,26.3,39,3.1,0,2.08193842187842
6,5,"mar","wed",4.54754107315146,17.3,28.3,2.3887627892351,13.8,24,5.8,0,0
2,4,"aug","sun",4.53259949315326,203.2,664.5,2.2082744135228,24.9,42,5.4,0,1.23547147138531
2,5,"aug","sun",4.52828914165213,181.3,613,2.15176220325946,24.8,36,4,0,1.39871688111845
8,8,"aug","wed",4.52936847257181,191.4,635.9,2.17475172148416,26.2,36,4.5,0,5.22982437010274
2,4,"aug","wed",4.56642935767166,217.7,690,2.94443897916644,30.8,19,4.5,0,0
8,6,"jul","sun",4.49869794147757,263.1,795.9,1.82454929205105,29.3,27,3.6,0,1.98787434815435
1,3,"sep","sat",4.52396013056255,94.3,744.4,2.24070968927596,22.3,48,4,0,0.542324290825362
8,6,"aug","sat",4.55071400019203,231.1,715.1,2.24070968927596,26.9,31,3.6,0,1.78507048107726
2,2,"aug","thu",4.52828914165213,248.4,753.8,1.98787434815435,20.4,56,2.2,0,0
8,6,"aug","thu",4.52828914165213,248.4,753.8,1.98787434815435,20.4,56,2.2,0,0
2,4,"aug","mon",4.53367418428302,207,672.6,2.21920348405499,27.9,33,2.2,0,1.20896034583698
1,3,"aug","thu",4.56226268497681,222.4,698.6,2.70136121295141,26.2,34,5.8,0,0
3,4,"aug","sun",4.52828914165213,181.3,613,2.15176220325946,24.6,44,4,0,1.43508452528932
7,4,"sep","thu",4.50755735712109,287.2,849.3,2.05412373369555,19.4,45,3.6,0,0
1,3,"aug","sat",4.53367418428302,178,605.3,2.36085400111802,23.3,40,4,0,1.99605993274078
8,6,"aug","thu",4.56226268497681,222.4,698.6,2.70136121295141,23.9,38,6.7,0,0
2,4,"aug","sun",4.54965747605783,235.1,723.1,2.40694510831829,20.9,66,4.9,0,2.79361608943186
1,4,"aug","fri",4.51743127168008,269.8,811.2,1.87180217690159,22.2,45,3.6,0,0
2,5,"jul","sat",4.51961229762644,84.7,376.6,1.88706964903238,23.8,51,1.8,0,0
8,6,"aug","mon",4.53367418428302,207,672.6,2.21920348405499,26.8,35,1.3,0,0.431782416425538
8,6,"aug","sat",4.50424426739813,253.6,768.4,2.37024374146786,14.2,73,2.7,0,0
2,5,"aug","sat",4.55071400019203,231.1,715.1,2.24070968927596,23.6,53,4,0,2.00552585872967
1,3,"sep","fri",4.52287494326126,91.3,738.1,2.10413415427021,19.1,46,2.2,0,0.285178942233662
5,4,"sep","fri",4.51415078760092,290,855.3,2.12823170584927,16.2,58,3.6,0,0
8,6,"aug","mon",4.53367418428302,207,672.6,2.21920348405499,25.5,29,1.8,0,0.802001585472027
6,5,"apr","mon",4.48751214251986,24.9,41.6,1.54756250871601,10.9,64,3.1,0,1.47017584510059
1,2,"jul","fri",4.51852237926242,80.9,368.3,2.87919845729804,14.8,78,8,0,0
2,5,"sep","fri",4.51415078760092,290,855.3,2.12823170584927,16.2,58,3.6,0,2.39425228151987
5,5,"aug","sun",4.55387689160054,47.9,100.7,2.45958884180371,17.3,80,4.5,0,0
6,5,"aug","sun",4.53259949315326,203.2,664.5,2.2082744135228,19.1,70,2.2,0,0
3,4,"mar","wed",4.54754107315146,17.3,28.3,2.3887627892351,8.9,35,8,0,0
7,4,"sep","wed",4.50755735712109,284.9,844,2.40694510831829,10.5,77,4,0,0
7,4,"aug","sun",4.52828914165213,181.3,613,2.15176220325946,19.3,61,4.9,0,0
4,5,"aug","wed",4.56642935767166,217.7,690,2.94443897916644,23.4,49,5.4,0,2.00552585872967
1,4,"aug","fri",4.51633897228148,196.8,649.9,2.85070650150373,11.8,88,4.9,0,2.37117788445966
7,4,"aug","mon",4.52720864451838,238.2,730.6,2.14006616349627,17.7,65,4,0,0
4,5,"aug","thu",4.50424426739813,266.2,803.3,1.88706964903238,17.4,54,3.1,0,0
3,4,"aug","thu",4.52828914165213,248.4,753.8,1.98787434815435,16.8,56,3.1,0,0
3,4,"jul","mon",4.56017282005736,160,567.2,2.87356463957978,17.9,48,2.7,0,0
2,4,"aug","thu",4.52828914165213,248.4,753.8,1.98787434815435,16.6,59,2.7,0,0
1,4,"aug","wed",4.52936847257181,191.4,635.9,2.17475172148416,19.9,50,4,0,4.42783617070518
8,6,"aug","sat",4.55071400019203,231.1,715.1,2.24070968927596,18.9,64,4.9,0,1.46325540225602
7,4,"aug","sat",4.52828914165213,273.8,819.1,2.16332302566054,15.5,72,8,0,1.07840958135059
2,5,"aug","sat",4.55071400019203,231.1,715.1,2.24070968927596,18.9,64,4.9,0,0
8,6,"aug","sat",4.55071400019203,231.1,715.1,2.24070968927596,18.9,64,4.9,0,0
1,4,"sep","sun",4.52178857704904,276.3,825.1,2.09186406167839,14.5,76,7.6,0,1.54968790802833
6,5,"feb","tue",4.33204826486764,4.4,16.2,1.06471073699243,4.6,82,6.3,0,1.85473426838944
6,4,"feb","tue",4.33204826486764,4.4,16.2,1.06471073699243,5.1,77,5.4,0,1.14422279992016
2,2,"feb","sat",4.38825718442452,3.6,15.3,1.02961941718116,4.6,59,0.9,0,2.05923883436232
6,5,"mar","mon",4.47960696301275,15.1,36.9,2.09186406167839,10.2,45,5.8,0,1.43031124653666
3,4,"mar","wed",4.51305489708029,18.5,41.1,2.11625551480255,11.2,41,5.4,0,1.87946504964716
6,5,"mar","thu",4.52504414150881,20.6,43.5,2.2512917986065,13.3,27,3.6,0,2.02946317187359
6,3,"apr","sun",4.52178857704904,14.6,25.6,2.58776403522771,13.7,33,9.4,0,4.1292289640756
5,4,"apr","sun",4.52178857704904,14.6,25.6,2.58776403522771,17.6,27,5.8,0,0
4,3,"may","fri",4.50645421304893,25.4,73.7,1.90210752639692,18,40,4,0,3.67579421456528
8,3,"jun","mon",4.49088103958596,96.2,229,1.7404661748405,14.3,79,4,0,1.07840958135059
9,4,"jun","sat",4.51633897228148,61.1,252.6,2.34180580614733,24.5,50,3.1,0,4.26717679299494
4,3,"jun","thu",4.54329478227,103.8,316.7,2.46809953147162,26.4,35,2.7,0,2.40514168131914
2,5,"jun","thu",4.55071400019203,121.7,350.2,2.94443897916644,22.7,40,9.4,0,1.43270073393405
4,3,"jul","thu",4.5485998344997,85.3,395,2.3887627892351,27.2,28,1.3,0,1.01523067972906
4,3,"jul","sun",4.55071400019203,101.3,423.4,2.75366071235426,26.1,45,4,0,2.12345842709661
7,4,"jul","sun",4.55071400019203,101.3,423.4,2.75366071235426,18.2,82,4.5,0,1.16627093714192
7,4,"jul","mon",4.50202942706858,103.9,431.6,2.00148000021012,22.6,57,4.9,0,5.63310962136115
9,9,"jul","thu",4.54542018158232,114.4,560,2.35137525716348,30.2,25,4.5,0,1.32175583998232
4,3,"jul","thu",4.54542018158232,114.4,560,2.35137525716348,30.2,22,4.9,0,0
3,4,"aug","sun",4.56330598188939,130.3,587.1,2.71469474382088,23.4,40,5.8,0,0.828551817566148
8,6,"aug","sun",4.56330598188939,130.3,587.1,2.71469474382088,31,27,5.4,0,0
2,5,"aug","sun",4.56330598188939,130.3,587.1,2.71469474382088,33.1,25,4,0,3.31163730494951
2,4,"aug","mon",4.56434819146784,135.5,596.3,3.10458667846607,30.6,28,3.6,0,1.12167756159911
5,4,"aug","tue",4.56538931597625,141.3,605.8,2.92852352386054,24.1,43,6.3,0,1.09861228866811
5,4,"aug","tue",4.56538931597625,141.3,605.8,2.92852352386054,26.4,34,3.6,0,2.85647020622048
4,4,"aug","tue",4.56538931597625,141.3,605.8,2.92852352386054,19.4,71,7.6,0,3.8649313978943
4,4,"aug","wed",4.56538931597625,141.3,605.8,2.92852352386054,20.6,58,1.3,0,0
4,4,"aug","wed",4.56538931597625,141.3,605.8,2.92852352386054,28.7,33,4,0,0
4,4,"aug","thu",4.57264699428253,152,624.1,2.69462718077007,32.4,21,4.5,0,0
1,3,"aug","fri",4.57367951889672,158,633.6,2.50959926237837,32.4,27,2.2,0,0
1,3,"aug","fri",4.57367951889672,158,633.6,2.50959926237837,27.5,29,4.5,0,3.79143604243903
6,6,"aug","sat",4.57471097850338,164,643,2.70805020110221,30.8,30,4.9,0,2.26072088889535
6,6,"aug","mon",4.57677071146639,175.5,661.8,2.87919845729804,23.9,42,2.2,0,0
4,5,"aug","mon",4.57677071146639,175.5,661.8,2.87919845729804,32.6,26,3.1,0,1.32707500145992
3,4,"aug","tue",4.57574137529728,181.1,671.2,2.72785282839839,32.3,27,2.2,0,2.75238601492226
6,5,"aug","tue",4.57574137529728,181.1,671.2,2.72785282839839,33.3,26,2.7,0,3.72665681844797
7,5,"aug","tue",4.57574137529728,181.1,671.2,2.72785282839839,27.3,63,4.9,2.00148000021012,2.46979301197795
8,6,"aug","tue",4.57574137529728,181.1,671.2,2.72785282839839,21.6,65,4.9,0.587786664902119,0
7,5,"aug","tue",4.57574137529728,181.1,671.2,2.72785282839839,21.6,65,4.9,0.587786664902119,0
4,4,"aug","tue",4.57574137529728,181.1,671.2,2.72785282839839,20.7,69,4.9,0.336472236621213,0
2,4,"aug","wed",4.55912624748668,139.4,689.1,3.04452243772342,29.2,30,4.9,0,1.08180517035173
4,3,"aug","wed",4.55912624748668,139.4,689.1,3.04452243772342,28.9,29,4.9,0,3.92375392830384
1,2,"aug","thu",4.52178857704904,163.2,744.4,2.40694510831829,26.7,35,1.8,0,1.91692261218206
1,2,"aug","fri",4.52178857704904,166.9,752.6,2.09186406167839,18.5,73,8.5,0,0
2,4,"aug","fri",4.52178857704904,166.9,752.6,2.09186406167839,25.9,41,3.6,0,0
1,2,"aug","fri",4.52178857704904,166.9,752.6,2.09186406167839,25.9,41,3.6,0,0
5,4,"aug","fri",4.52178857704904,166.9,752.6,2.09186406167839,21.1,71,7.6,0.8754687373539,1.15373158788919
6,5,"aug","fri",4.52178857704904,166.9,752.6,2.09186406167839,18.2,62,5.4,0,0.357674444271816
8,6,"aug","sun",4.41400968052693,56.7,665.6,1.06471073699243,27.8,35,2.7,0,0
4,3,"aug","sun",4.41400968052693,56.7,665.6,1.06471073699243,27.8,32,2.7,0,2.006870848845
2,4,"aug","sun",4.41400968052693,56.7,665.6,1.06471073699243,21.9,71,5.8,0,4.01259206034984
7,4,"aug","sun",4.41400968052693,56.7,665.6,1.06471073699243,21.2,70,6.7,0,2.49815187653802
1,4,"aug","sat",4.55807857845424,146,614.7,2.50959926237837,25.6,42,4,0,0
6,3,"nov","tue",4.38825718442452,3,106.7,0.741937344729377,11.8,31,4.5,0,0
